'VmPeak','VmSize','VmHWM','VmRSS','VmPTE','Threads','MemFree','Buffers','Cached','Active','Inactive','Dirty','Writeback','Mapped','PageTables','Committed_AS','NumOfAllocFH','proc-fd','avgThroughput','avgElapsed',Principale1,Principale2,Principale3,Cluster
172392,170340,33060,32968,200,30,4585144,179872,1117728,0,451036,931868,4585144,44,85200,23844,110768,7208,315292,1530,"-1,131485561","-1,219226468","0,3888363918",6
172392,170340,33060,33004,200,20,4584612,179888,1117728,0,451136,931828,4584612,20,85232,23844,110860,7204,315292,1530,"-1,181103349","-1,277248316","0,3849152987",6
172392,170340,33188,32316,200,9,4585196,179920,1117728,0,450496,931812,4585196,156,84656,23844,110796,7204,315352,1530,"-1,292696447","-1,355385948","0,4148618982",6
172392,170340,33188,32876,200,64,4584500,179944,1117724,0,451120,931764,4584500,144,85132,23844,110816,7208,315136,1530,"-0,974326025","-1,093323158","0,324983299",6
172392,170340,33188,32892,200,48,4584884,179964,1117728,0,451184,931740,4584884,164,85096,23844,110816,7208,317192,1530,"-0,990127028","-1,122763521","0,3603948365",6
172392,170340,33188,32968,200,33,4584752,179984,1117728,0,451300,931724,4584752,156,85376,23844,110796,7208,317260,1530,"-1,041642841","-1,167662197","0,3934035334",6
172392,170340,33188,33004,200,26,4584808,180036,1117728,0,451360,931748,4584808,160,85224,23844,110752,7208,317260,1020,"-0,894276085","-1,027626336","0,1772967948",7
172392,170340,33188,33036,200,16,4584516,180076,1117732,0,451404,931756,4584516,24,85252,23844,110888,7208,315160,1020,"-0,997005828","-1,105614026","0,1878329801",7
172392,170340,33188,32316,200,9,4585316,180080,1117732,0,450804,931668,4585316,28,84644,23844,110732,7208,315160,1020,"-1,102296452","-1,171833576","0,2032961691",7
172392,170340,33188,32680,200,49,4584376,180120,1117732,0,451148,931672,4584376,156,84912,23844,110836,7208,314600,2040,"-1,264418505","-1,349245051","0,5823453854",6
172392,170340,33188,32876,200,57,4584560,180140,1117732,0,451456,931636,4584560,164,85168,23844,110772,7208,314636,1530,"-1,018718855","-1,126689265","0,3396195259",6
172392,170340,33188,32932,200,43,4584176,180160,1117732,0,451580,931584,4584176,152,85320,23844,110792,7208,318956,1530,"-0,943609586","-1,107942708","0,3757031008",6
172392,170340,33188,32960,200,35,4584340,180180,1117732,0,451680,931536,4584340,156,85320,23844,111072,7208,314484,1530,"-1,107875009","-1,217906267","0,3869702094",6
172392,170340,33188,33028,200,20,4584600,180204,1117732,0,451792,931508,4584600,144,85236,23844,110780,7208,316800,1020,"-0,930188719","-1,059996869","0,1879511804",7
172392,170340,33188,33060,200,10,4584556,180236,1117732,0,451860,931500,4584556,44,85280,23844,110768,7208,314604,1020,"-1,038901075","-1,132689814","0,1992198932",7
172392,170340,33188,33044,200,9,4584812,180284,1117732,0,451896,931496,4584812,20,85312,23844,110696,7204,316648,1020,"-0,993669211","-1,115595248","0,1790740944",7
172392,170340,33188,32880,200,56,4584316,180304,1117728,0,451800,931452,4584316,160,85152,23844,110656,7208,316648,1020,"-0,776808718","-0,926059074","0,116329384",7
172392,170340,33188,32940,200,42,4584064,180324,1117736,0,451916,931420,4584064,148,85096,23844,110752,7204,316160,1530,"-1,049280109","-1,180256616","0,3454298215",6
172392,170340,33188,33000,200,27,4584432,180356,1117736,0,452024,931400,4584432,152,85220,23844,110752,7204,315980,2040,"-1,303208992","-1,40510372","0,6032942887",6
172392,170340,33188,33032,200,17,4584140,180396,1117736,0,452104,931404,4584140,152,85240,23844,110784,7208,318052,2040,"-1,273629683","-1,397212183","0,6507862008",6
172392,170340,33188,32316,200,9,4584572,180436,1117736,0,451432,931396,4584572,160,84628,23844,110928,7204,317608,1530,"-1,213605524","-1,329930853","0,4195466108",6
172392,170340,33188,32316,200,9,4584204,180464,1117740,0,451480,931384,4584204,40,84672,23844,110844,7208,315376,1020,"-1,082437458","-1,177801577","0,2065291342",7
172392,170340,33208,32880,200,62,4584012,180504,1117740,0,452100,931368,4584012,32,85120,23844,110780,7204,315432,1020,"-0,788899774","-0,945334118","0,0716452744",7
172392,170340,33208,32888,200,53,4584348,180540,1117740,0,452156,931348,4584348,144,85184,23844,110792,7204,315088,1020,"-0,83875507","-0,981486157","0,0963272551",7
172392,170340,33208,32936,200,43,4584428,180580,1117740,0,452240,931352,4584428,164,85316,23844,110752,7208,317212,1020,"-0,80450642","-0,963587381","0,1455979414",7
172392,170340,33208,32988,200,29,4584292,180608,1117740,0,452348,931328,4584292,156,85220,23844,110884,7208,314588,1020,"-0,946844578","-1,067816977","0,1682244674",7
172392,170340,33208,33028,200,18,4584372,180632,1117744,0,452420,931312,4584372,160,85228,23844,110816,7208,316840,1530,"-1,116096954","-1,242514586","0,4199089293",6
172392,170340,33208,33060,200,11,4583800,180656,1117744,0,452492,931276,4583800,148,85272,23844,110820,7208,316720,1530,"-1,146566545","-1,27230785","0,4338381707",6
172392,170340,33208,32316,200,9,4584700,180680,1117744,0,451832,931248,4584700,32,84656,23844,110772,7208,317052,1020,"-1,032253427","-1,147664628","0,2069615665",7
172392,170340,33208,32876,200,60,4583920,180704,1117744,0,452436,931228,4583920,24,85156,23844,110780,7208,319104,1020,"-0,673872389","-0,879639663","0,1053342625",7
172392,170340,33208,32908,200,48,4584140,180740,1117744,0,452516,931208,4584140,164,85316,23844,110772,7204,314884,1020,"-0,857986192","-0,999783243","0,1089529635",7
172392,170340,33208,32948,200,39,4583592,180768,1117744,0,452592,931192,4583592,156,85096,23844,110796,7208,314680,1020,"-0,901587606","-1,03427412","0,1467278191",7
172392,170340,33228,33000,200,25,4584192,180788,1117744,0,452728,931136,4584192,156,85220,23844,110780,7204,312380,1530,"-1,224854884","-1,302233289","0,3747631258",6
172392,170340,33228,33016,200,21,4584108,180824,1117744,0,452796,931132,4584108,144,85224,23844,110756,7208,316548,1530,"-1,107835747","-1,235694616","0,4120164851",6
172392,170340,33228,32316,200,9,4584072,180860,1117744,0,452156,931104,4584072,164,84604,23844,110852,7208,316424,1530,"-1,231807585","-1,335411593","0,4405228059",6
172392,170340,33228,32316,200,9,4583708,180904,1117744,0,452184,931124,4583708,28,84652,23844,110804,7208,316500,2040,"-1,412373358","-1,505315878","0,6606143269",6
172392,170340,33228,32900,200,60,4583796,180948,1117744,0,452748,931140,4583796,40,84960,23844,110784,7208,316576,2040,"-1,124158311","-1,270392305","0,5526349252",6
172392,170340,33228,32948,200,45,4583524,180992,1117744,0,452888,931136,4583524,148,85320,23844,110772,7208,316576,1020,"-0,80278624","-0,971909776","0,1400505454",7
172392,170340,33228,32988,200,34,4583744,181032,1117748,0,452976,931136,4583744,164,85320,23844,110784,7204,316488,1020,"-0,865059897","-1,030181977","0,1383932832",7
172392,170340,33228,33036,200,23,4583336,181072,1117748,0,453052,931136,4583336,152,85244,23844,110736,7204,316296,1020,"-0,922618351","-1,078912147","0,1575522519",7
172392,170340,33228,32316,200,20,4584096,181124,1117748,0,452376,931156,4584096,160,84660,23844,110828,7204,313800,1020,"-1,077182847","-1,176521754","0,1637853929",7
172392,170340,33228,32316,200,9,4584068,181148,1117748,0,452440,931116,4584068,152,84660,23844,110840,7208,315884,1020,"-1,05606738","-1,172189782","0,2127114629",7
172392,170340,33228,32316,200,9,4583828,181176,1117748,0,452488,931096,4583828,36,84660,23844,110800,7204,315884,1530,"-1,251412148","-1,359718553","0,409156981",6
172392,170340,33228,32316,200,64,4583016,181204,1117752,0,452548,931064,4583016,4,84656,23844,110784,7208,315640,1530,"-0,986427487","-1,134937428","0,3201714043",6
172392,170340,33228,32316,200,55,4583336,181232,1117752,0,452604,931044,4583336,176,84660,23844,110864,7208,313552,1020,"-0,904278807","-1,031973994","0,1183695724",7
172392,170340,33228,32316,200,42,4583672,181268,1117756,0,452640,931044,4583672,156,84660,23844,110800,7204,315592,1020,"-0,916638867","-1,062891785","0,1219166446",7
172392,170340,33228,32316,200,30,4583288,181300,1117756,0,452692,931024,4583288,160,84660,23844,110884,7204,315572,1020,"-0,970324063","-1,115218212","0,1473829572",7
172392,170340,33228,32316,200,21,4583600,181340,1117756,0,452732,931024,4583600,148,84660,23844,110824,7208,317788,1530,"-1,124250864","-1,268388048","0,4183661022",6
172392,170340,33228,32316,200,10,4583688,181376,1117748,0,452784,931008,4583688,152,84660,23844,110884,7208,315404,1530,"-1,245957643","-1,351439592","0,4376073462",6
172392,170340,33228,32316,200,9,4583456,181404,1117756,0,452840,930976,4583456,28,84656,23844,110792,7204,317680,1530,"-1,193415267","-1,334028556","0,4115629775",6
172392,170340,33228,32316,200,60,4583300,181424,1117756,0,452900,930940,4583300,32,84660,23844,110796,7208,317352,1530,"-0,951416497","-1,123175895","0,3322979331",6
172392,170340,33228,32316,200,47,4583396,181464,1117748,0,452956,930924,4583396,152,84660,23844,110768,7208,314880,1530,"-1,086957687","-1,211683279","0,3612990592",6
172392,170340,33228,32316,200,36,4583228,181484,1117756,0,453020,930880,4583228,156,84660,23844,110808,7208,314248,1530,"-1,155914634","-1,267315296","0,3832765673",6
172392,170340,33228,32316,200,28,4583176,181524,1117752,0,453068,930872,4583176,144,84660,23844,110892,7204,316332,510,"-0,76726368","-0,941803475","-0,075256148",7
172392,170340,33228,32316,200,13,4583172,181568,1117752,0,453116,930864,4583172,164,84660,23844,110812,7208,315856,1020,"-1,029166471","-1,162180327","0,2056924841",7
172392,170340,33228,32316,200,9,4583204,181588,1117756,0,453160,930844,4583204,156,84660,23844,110844,7208,315700,1530,"-1,237646444","-1,352683262","0,4403403773",6
172392,170340,33228,32316,200,61,4583160,181604,1117756,0,453204,930816,4583160,40,84660,23844,110812,7208,315700,1530,"-0,992496222","-1,147490569","0,3284208074",6
172392,170340,33228,32316,200,56,4583068,181636,1117756,0,453252,930800,4583068,16,84660,23844,110800,7208,315576,1530,"-1,019244074","-1,16968003","0,3369501087",6
172392,170340,33228,32316,200,44,4582932,181660,1117756,0,453300,930772,4582932,152,84656,23844,110864,7204,317664,1530,"-1,021483373","-1,200681123","0,3487928208",6
172392,170340,33228,32316,200,36,4582864,181688,1117752,0,453352,930744,4582864,156,84656,23844,110712,7204,317624,1020,"-0,877002161","-1,057385059","0,1369107343",7
172392,170340,33228,32316,200,25,4582960,181740,1117756,0,453400,930756,4582960,160,84660,23844,110852,7208,317208,1530,"-1,113833685","-1,267526521","0,4107452034",6
172392,170340,33228,32316,200,9,4583212,181780,1117752,0,453440,930752,4583212,152,84656,23844,110744,7204,315152,1530,"-1,263467328","-1,374636807","0,4144599214",6
172392,170340,33228,32316,200,9,4583700,181808,1117752,0,453488,930732,4583700,156,84660,23844,110796,7208,317156,1530,"-1,193673811","-1,326680081","0,4416492478",6
172392,170340,33228,32316,200,64,4582648,181844,1117756,0,453524,930740,4582648,20,84660,23844,110816,7208,315068,1530,"-0,991975404","-1,149772453","0,3206702493",6
172392,170340,33228,32316,200,56,4582696,181860,1117760,0,453580,930700,4582696,28,84660,23844,110832,7212,314904,1530,"-1,02414508","-1,168994645","0,3610001729",6
172392,170340,33228,32316,200,44,4582684,181884,1117752,0,453640,930660,4582684,152,84660,23844,110828,7208,317032,1020,"-0,840954512","-1,025365684","0,1445962649",7
172392,170340,33228,32316,200,33,4582400,181896,1117764,0,453696,930620,4582400,176,84656,23844,110896,7208,319288,510,"-0,637087595","-0,865174181","-0,054651367",7
172392,170340,33228,32316,200,20,4582740,181936,1117764,0,453756,930604,4582740,148,84660,23844,110964,7208,316904,510,"-0,768677485","-0,9553846","-0,033265698",7
172392,170340,33228,32316,200,9,4582820,181948,1117764,0,453816,930556,4582820,152,84660,23844,110880,7208,314668,1020,"-1,074883192","-1,202611961","0,2120603451",7
172392,170340,33228,32316,200,9,4582820,181988,1117760,0,453852,930556,4582820,156,84656,23844,110836,7208,316996,1530,"-1,191765568","-1,33563708","0,442396317",6
172392,170340,33228,32316,200,63,4582512,182024,1117764,0,453884,930564,4582512,44,84660,23844,110956,7208,314572,1530,"-1,005240422","-1,167214242","0,3245202162",6
172392,170340,33228,32316,200,53,4582096,182052,1117760,0,453928,930548,4582096,12,84660,23844,110852,7208,314548,1530,"-1,053382499","-1,206280381","0,3423815982",6
172392,170340,33228,32316,200,40,4582324,182076,1117764,0,453980,930520,4582324,156,84660,23844,110832,7208,316536,1530,"-1,056126932","-1,223015487","0,3794776324",6
172392,170340,33228,32316,200,38,4582092,182112,1117764,0,454016,930516,4582092,144,84656,23844,110852,7208,316344,1020,"-0,883965516","-1,065005611","0,1558182016",7
172392,170340,33228,32316,200,23,4582708,182148,1117764,0,454060,930512,4582708,164,84660,23844,110884,7208,316068,1020,"-0,963807757","-1,126624847","0,1866338483",7
172392,170340,33228,32316,200,15,4582764,182176,1117764,0,454112,930488,4582764,156,84660,23844,110840,7208,313660,1530,"-1,25997687","-1,36635689","0,4252972397",6
172392,170340,33228,32316,200,9,4582572,182200,1117764,0,454156,930468,4582572,160,84660,23844,110932,7204,315620,1530,"-1,236783018","-1,377932756","0,4176744939",6
172392,170340,33228,32316,200,63,4582380,182228,1117764,0,454212,930440,4582380,20,84660,23844,110836,7208,315620,1530,"-0,972853451","-1,148597165","0,3238181679",6
172392,170340,33228,32316,200,53,4581972,182268,1117764,0,454248,930440,4581972,28,84656,23844,110900,7208,317496,1530,"-0,960951314","-1,162480731","0,348134003",6
172392,170340,33228,32316,200,44,4581928,182292,1117764,0,454308,930408,4581928,156,84660,23844,110892,7204,315168,1020,"-0,896482688","-1,077924935","0,119200849",7
172392,170340,33228,32316,200,28,4581932,182320,1117768,0,454360,930388,4581932,164,84660,23844,110940,7204,317212,1020,"-0,909489045","-1,110146849","0,1554859049",7
172392,170340,33228,32316,200,14,4582660,182364,1117768,0,454400,930388,4582660,156,84656,23844,110876,7208,315160,1020,"-1,030358823","-1,177953514","0,2028434273",7
172392,170340,33228,32316,200,9,4582956,182408,1117772,0,454444,930396,4582956,156,84660,23844,110916,7204,317228,1020,"-1,001586999","-1,179990861","0,192350182",7
172392,170340,33228,32316,200,12,4582560,182436,1117772,0,454488,930372,4582560,144,84656,23844,110884,7208,314744,1020,"-1,050719907","-1,193746256","0,2057072644",7
172392,170340,33228,32316,200,54,4581860,182448,1117772,0,454552,930328,4581860,40,84660,23844,110864,7208,316904,1020,"-0,785453127","-0,996858279","0,1187019218",7
172392,170340,33228,32316,200,44,4581940,182460,1117772,0,454604,930288,4581940,12,84660,23844,110832,7208,319008,1020,"-0,770414257","-1,001719398","0,1401853047",7
172392,170340,33228,32316,200,22,4582480,182492,1117772,0,454632,930288,4582480,160,84656,23844,110864,7208,314100,2040,"-1,393558393","-1,506629977","0,6393534771",6
172392,170340,33228,32316,200,15,4582288,182508,1117772,0,454676,930264,4582288,148,84660,23844,110876,7208,316168,2040,"-1,363396264","-1,502643207","0,6562883301",6
172392,170340,33228,32316,200,9,4582460,182528,1117776,0,454732,930232,4582460,164,84660,23844,110896,7204,318252,2040,"-1,339214284","-1,508118791","0,6486345902",6
172392,170340,33228,32316,200,9,4582212,182540,1117776,0,454772,930204,4582212,156,84660,23844,110836,7204,318212,1530,"-1,15466736","-1,336982624","0,4208229266",6
172392,170340,33228,32316,200,58,4581944,182576,1117776,0,454820,930192,4581944,164,84660,23844,110976,7208,318212,1530,"-0,909233569","-1,1338448","0,3474653971",6
172392,170340,33228,32316,200,42,4581808,182604,1117772,0,454864,930176,4581808,24,84660,23844,110888,7208,317840,1530,"-0,996728612","-1,202346413","0,3706874969",6
172392,170340,33228,31568,200,32,4582624,182616,1117776,0,454156,930148,4582624,24,83912,23844,110936,7208,315236,1530,"-1,198004258","-1,334783308","0,3879501385",6
172392,170340,33228,31568,200,19,4582752,182656,1117772,0,454192,930144,4582752,144,83908,23844,110832,7208,317024,1530,"-1,208193625","-1,353029065","0,4226993467",6
172392,170340,33228,31568,200,9,4583320,182664,1117776,0,454264,930088,4583320,164,83912,23844,110832,7204,314980,1020,"-1,142025851","-1,266119348","0,1896356015",7
172392,170340,33228,31568,200,52,4582604,182688,1117776,0,454320,930056,4582604,156,83912,23844,110916,7204,317308,1020,"-0,864974232","-1,065258761","0,1071017827",7
172392,170340,33228,31568,200,51,4582488,182696,1117776,0,454368,930012,4582488,160,83908,23844,110888,7208,314736,1020,"-0,936675115","-1,094716821","0,1291165851",7
172392,170340,33228,31568,200,42,4582676,182716,1117776,0,454412,929992,4582676,148,83912,23844,110956,7208,312612,1020,"-1,041338664","-1,165421565","0,1438580215",7
172392,170340,33228,31568,200,22,4582604,182736,1117776,0,454452,929972,4582604,32,83912,23844,110812,7208,314656,1530,"-1,262813771","-1,380075594","0,4067032881",6
