'VmPeak','VmSize','VmHWM','VmRSS','VmPTE','Threads','MemFree','Buffers','Cached','Active','Inactive','Dirty','Writeback','AnonPages','Mapped','Slab','PageTables','Committed_AS','NumOfAllocFH','proc-fd','avgThroughput','avgElapsed','avgLatency','Errors',Principale1,Principale2,Principale3,Principale4,Cluster
197292,192868,43804,41284,276,125,4548992,203184,1118324,0,504756,910320,4548992,8159224,52,0,93548,23848,113768,7284,337544,510,0,2,"4,2853799718","1,7579023953","-0,636192096","-0,056646859",7
197292,191584,43804,40000,276,95,4550100,203196,1118324,0,503560,910300,4550100,8159224,20,0,92380,23848,114028,7284,337676,1530,0,2,"3,6231757107","1,1908934452","-0,144223661","0,0332142492",7
197292,190768,43804,39476,276,83,4551196,203200,1118324,0,503052,910288,4551196,8159224,44,0,91884,23848,113500,7280,336692,1020,0,2,"3,6220872223","1,2569088311","-0,341082759","-0,030794704",7
197292,191792,43804,40100,276,137,4545176,203200,1118328,0,503712,910256,4545176,8159224,8,0,92452,23848,118364,7284,337368,510,0,2,"4,298583444","1,5448062509","-0,603785088","-0,048243768",7
197292,190504,43804,39156,276,75,4550972,203208,1118332,0,502788,910248,4550972,8159224,188,0,91548,23848,114148,7284,336812,510,0,2,"3,7555743101","1,3665002489","-0,494477962","-0,090450378",7
197292,192784,43804,40420,280,89,4550372,203224,1118332,0,504064,910228,4550372,8159224,144,0,92652,23848,113620,7288,340572,1020,0,2,"3,9713055546","1,4788016033","-0,342264128","-0,022910542",7
197292,191488,43804,39704,280,77,4549588,203252,1118332,0,503392,910236,4549588,8159224,56,0,92048,23848,114420,7284,338732,1020,0,2,"3,7657506145","1,2917824028","-0,319870762","-0,032155705",7
197292,191708,43804,39680,276,56,4549788,203252,1118336,0,503392,910208,4549788,8159224,20,0,92076,23848,114476,7284,337672,1020,0,2,"3,606748483","1,17189897","-0,268290355","-0,046236519",7
197292,190976,43804,39676,272,107,4549132,203260,1118336,0,503416,910176,4549132,8159224,36,0,91840,23848,115252,7280,335376,1530,0,2,"3,5354500838","1,0806490979","-0,160115286","0,0389171759",7
197292,190972,43804,39440,272,114,4550324,203268,1118336,0,503232,910148,4550324,8159224,24,0,91808,23848,113912,7280,337396,1020,0,2,"3,766768601","1,3489508072","-0,387954934","-0,011221209",7
197292,190928,43804,38588,276,86,4551796,203268,1118336,0,502432,910096,4551796,8159224,44,0,90932,23848,113908,7280,336044,510,0,2,"3,7214685745","1,3554694715","-0,549230794","-0,084623275",7
197292,192976,43804,40816,280,98,4548956,203280,1118336,0,504720,910056,4548956,8159224,144,0,93160,23848,113860,7288,336060,510,0,2,"4,1242146055","1,6349675834","-0,569068447","-0,074111626",7
197292,192976,43804,40768,284,73,4549768,203280,1118336,0,504692,910032,4549768,8159224,172,0,93108,23848,113596,7292,338148,510,0,2,"4,1011276258","1,6164555426","-0,51231988","-0,088262084",7
197292,189864,43804,39196,272,77,4551244,203280,1118336,0,503156,909996,4551244,8159224,132,0,91536,23848,113868,7280,335992,1020,0,2,"3,4899058361","1,1534067209","-0,299619347","-0,035783768",7
197292,190868,43804,39388,272,92,4549260,203280,1118336,0,503368,909980,4549260,8159224,56,0,91732,23848,115448,7280,335840,1530,0,2,"3,4595850635","1,0087427274","-0,122599183","0,0296136409",7
197292,190848,43804,39396,272,77,4550120,203284,1118336,0,503404,909952,4550120,8159224,24,0,91736,23848,114300,7280,335704,510,0,2,"3,7260695709","1,3284372658","-0,517474208","-0,090221281",7
197292,190364,43804,39152,272,108,4549388,203292,1118336,0,503176,909928,4549388,8159224,48,0,91432,23848,115700,7280,339908,510,0,2,"3,9871169289","1,4438878636","-0,557467657","-0,068225729",7
197292,189684,43804,38360,268,108,4550608,203300,1118336,0,502432,909904,4550608,8159224,16,0,90700,23848,114856,7272,335828,1020,0,2,"3,5097001316","1,122123215","-0,379731542","-0,017439607",7
197292,189656,43804,38212,268,96,4551084,203316,1118336,0,502304,909896,4551084,8159224,164,0,90320,23848,114580,7276,334772,510,0,2,"3,5822988136","1,2363834557","-0,540021117","-0,080550809",7
197292,188632,43804,38156,268,89,4551876,203320,1118336,0,502264,909880,4551876,8159224,144,0,90500,23848,113912,7276,335496,1020,0,2,"3,3467242577","1,0642344076","-0,313460947","-0,03024631",7
197292,189652,43804,38580,268,116,4551676,203332,1118336,0,502692,909856,4551676,8159224,172,0,90812,23848,113572,7276,337000,510,0,2,"3,7626264956","1,4158108291","-0,586826767","-0,066975554",7
197292,189836,43804,38196,268,116,4550008,203340,1118336,0,502368,909824,4550008,8159224,20,0,90484,23848,115332,7272,335040,510,0,2,"3,7055397513","1,2827977844","-0,59930742","-0,067630461",7
197292,188640,43804,37884,268,77,4551228,203352,1118336,0,502112,909800,4551228,8159224,52,0,90264,23848,114032,7280,337016,1530,0,2,"3,142120332","0,8599072024","-0,063388852","0,0179332191",7
197292,189408,43804,38180,272,124,4551968,203360,1118336,0,502452,909764,4551968,8159224,12,0,90524,23848,113332,7276,333576,1020,0,2,"3,5033503729","1,2243327552","-0,417408714","-0,008912378",7
197292,189640,43804,38108,268,92,4549600,203380,1118336,0,502412,909744,4549600,8159224,176,0,90528,23848,115620,7276,337264,1530,0,2,"3,3013298435","0,8840499488","-0,102054952","0,0284820289",7
197292,188588,43804,37908,264,71,4551776,203388,1118340,0,502240,909732,4551776,8159224,152,0,90248,23848,114024,7272,334436,1530,0,2,"2,9792930454","0,7449721179","-0,075636949","0,0119339207",7
197292,188588,43804,37532,268,74,4552884,203416,1118340,0,501860,909740,4552884,8159224,172,0,89968,23848,113520,7280,338556,1020,0,2,"3,3081809073","1,0441568005","-0,259313938","-0,038532098",7
197292,189340,43804,38080,272,72,4552160,203436,1118344,0,502468,909728,4552160,8159224,36,0,90416,23848,113616,7280,338196,1530,0,2,"3,216588372","0,9207389438","-0,079248022","0,0158962862",7
197292,190588,43804,39176,272,57,4550656,203436,1118344,0,503604,909692,4550656,8159224,44,0,91528,23848,114132,7276,336908,1530,0,2,"3,2593706628","0,9001235021","-0,081150166","0,0069508967",7
197292,190768,43804,39528,272,134,4550048,203440,1118344,0,503968,909676,4550048,8159224,24,0,91804,23848,113948,7276,337836,1020,0,2,"3,8682255736","1,4164508291","-0,446677162","0,0011308787",7
197292,189744,43804,38396,268,100,4550196,203444,1118344,0,502860,909656,4550196,8159224,44,0,90660,23848,114860,7276,337540,1020,0,2,"3,539152767","1,1313830166","-0,342252026","-0,021503626",7
197292,189744,43804,38288,268,75,4551880,203456,1118344,0,502776,909652,4551880,8159224,144,0,90568,23848,113784,7276,336608,1020,0,2,"3,3562987378","1,0531607051","-0,297741715","-0,038261369",7
197292,189488,43804,37796,268,83,4551328,203472,1118344,0,502308,909640,4551328,8159224,172,0,90136,23848,114164,7276,336136,1020,0,2,"3,3360268542","1,0264817367","-0,303390207","-0,033712246",7
197292,188464,43804,37448,268,107,4552148,203488,1118344,0,501984,909632,4552148,8159224,132,0,89788,23848,113700,7276,335032,510,0,2,"3,5234620597","1,252354619","-0,553826571","-0,074879629",7
197292,189740,43804,37816,272,107,4551876,203500,1118344,0,502388,909608,4551876,8159224,56,0,90168,23848,113756,7280,340108,1530,0,2,"3,4292304455","1,0707607004","-0,147396276","0,0388522948",7
197292,189484,43804,37872,268,78,4552240,203524,1118344,0,502460,909616,4552240,8159224,24,0,90212,23848,113868,7276,337140,1530,0,2,"3,1578559648","0,868948559","-0,097588637","0,0184259096",7
197292,189752,43804,38228,268,117,4550176,203560,1118344,0,502828,909640,4550176,8159224,48,0,90496,23848,114288,7276,334540,1530,0,2,"3,3199651025","0,9852324761","-0,175855507","0,0420380265",7
197292,189752,43804,38328,268,161,4551732,203576,1118344,0,502952,909636,4551732,8159224,8,0,90668,23848,112824,7272,334296,1530,0,2,"3,4881748601","1,2013918772","-0,29906671","0,0687845679",7
197292,189772,43804,37712,272,161,4550352,203584,1118340,0,502352,909624,4550352,8159224,164,0,89972,23848,114704,7280,333888,1020,0,2,"3,6935876936","1,30927689","-0,452396243","0,0149339324",7
197292,190776,43804,40132,272,161,4548864,203588,1118344,0,504732,909628,4548864,8159224,20,0,92472,23848,113868,7276,338068,1020,0,2,"4,069877652","1,5686117864","-0,502277499","0,018514546",7
197292,191800,43804,40580,276,161,4549468,203600,1118344,0,505232,909628,4549468,8159224,52,0,92912,23848,112908,7280,338092,1020,0,2,"4,1687100026","1,6863891766","-0,51444327","0,0193255094",7
197292,192824,43804,41704,276,161,4548112,203608,1118344,0,506384,909608,4548112,8159224,20,0,94044,23848,112752,7284,337844,1020,0,2,"4,3149776538","1,7916332388","-0,51123887","0,020404294",7
197292,194872,44036,43976,280,161,4546360,203608,1118344,0,508648,909592,4546360,8159224,36,0,96308,23848,112864,7284,337536,1020,0,2,"4,6436797776","1,9965090706","-0,555558651","0,0229504199",7
197292,192824,44072,42184,276,161,4547360,203608,1118344,0,506844,909572,4547360,8159224,128,0,94524,23848,113068,7280,341764,1020,0,2,"4,4888139235","1,868069044","-0,525834754","0,022792411",7
197292,195896,45148,45144,284,161,4543492,203608,1118348,0,509856,909564,4543492,8159224,188,0,97300,23848,114968,7288,341592,1020,0,2,"5,0439979186","2,1438805458","-0,552724602","0,0279503658",7
197292,196920,46860,46860,284,160,4543500,203616,1118348,0,511596,909548,4543500,8159224,156,0,99200,23848,113024,7292,341592,1020,0,2,"5,285822881","2,406983759","-0,590932043","0,0285525934",10
197292,196920,46876,46088,284,160,4543872,203616,1118348,0,510860,909532,4543872,8159224,48,0,98428,23848,112700,7292,341056,1020,0,2,"5,1858740075","2,354188632","-0,596533785","0,0275702442",10
197292,196920,46876,46616,284,161,4543616,203620,1118348,0,511376,909520,4543616,8159224,16,0,98952,23848,112708,7292,340944,1020,0,2,"5,2406675123","2,392359868","-0,602572103","0,0285004272",10
198972,197944,47872,47868,288,161,4542128,203628,1118348,0,512664,909520,4542128,8159224,28,0,100208,23848,112776,7292,342988,1020,0,2,"5,5779951277","2,5921792961","-0,657974269","0,0317770952",10
201020,199992,49084,48704,292,161,4541144,203636,1118352,0,513508,909524,4541144,8159224,152,0,101032,23848,112868,7300,340920,1530,0,2,"5,6326308536","2,5847733628","-0,479156943","0,0884067202",10
201020,201016,49464,49464,292,161,4540532,203636,1118352,0,514248,909496,4540532,8159224,172,0,101780,23848,112652,7300,342964,1530,0,2,"5,8106458547","2,7004913989","-0,497231565","0,090294546",10
202040,201016,49892,49888,296,161,4539556,203640,1118352,0,514720,909492,4539556,8159224,20,0,102228,23848,112688,7304,342532,1530,0,2,"5,9324986632","2,7807592763","-0,51508465","0,0912960213",10
204088,203064,51628,51624,300,161,4539304,203656,1118352,0,516468,909504,4539304,8159224,48,0,103964,23848,112756,7308,342024,1020,0,2,"6,4984853424","3,2067015561","-0,786144619","0,0394643941",10
204088,203064,52100,52100,300,161,4538064,203656,1118352,0,516924,909492,4538064,8159224,8,0,104428,23848,112936,7308,344068,1020,0,2,"6,6324986331","3,2739131064","-0,793823987","0,0410238213",10
206136,205112,53636,53632,304,161,4536328,203660,1118356,0,518496,909476,4536328,8159224,188,0,105972,23848,112876,7312,344004,1020,0,2,"7,0031275649","3,5150597027","-0,845617579","0,044082729",10
206136,205112,53796,53792,304,161,4535840,203668,1118356,0,518680,909472,4535840,8159224,128,0,106128,23848,112788,7312,348228,1020,0,2,"7,1510357583","3,5973544062","-0,849011534","0,0463747707",10
208184,205112,55500,53524,304,161,4536212,203668,1118356,0,518404,909460,4536212,8159224,172,0,105864,23848,112816,7308,345968,1020,0,2,"7,1627117455","3,6017937496","-0,912264631","0,0456499533",10
208184,205112,55500,53648,304,161,4536336,203672,1118356,0,518564,909448,4536336,8159224,20,0,105988,23848,112620,7308,345532,1020,0,2,"7,1578929203","3,6087935692","-0,922819118","0,0453878773",10
208184,204088,55500,52408,304,161,4537196,203684,1118356,0,517328,909452,4537196,8159224,44,0,104740,23848,112800,7312,345184,1020,0,2,"7,0048543127","3,5133912946","-0,885585606","0,0443239474",10
208184,204088,55500,52512,304,160,4537328,203700,1118356,0,517440,909464,4537328,8159224,20,0,104848,23848,112732,7312,342756,1020,0,2,"6,9367381971","3,4809653336","-0,887875282","0,0424526442",10
208184,201016,55500,50456,300,153,4538872,203704,1118356,0,515396,909456,4538872,8159224,172,0,102844,23848,112984,7308,344640,1020,0,2,"6,6231432772","3,2564640046","-0,830917313","0,0362050935",10
208184,203064,55500,51164,304,161,4538560,203724,1118356,0,516100,909464,4538560,8159224,136,0,103496,23848,112700,7308,344536,1020,0,2,"6,8156790458","3,3939980364","-0,887846482","0,0425484448",10
208184,205112,55500,52736,304,161,4537072,203728,1118360,0,517668,909464,4537072,8159224,164,0,105064,23848,112788,7312,346592,1020,0,2,"7,1094241878","3,5745868114","-0,88957815","0,0455903791",10
208184,203064,55500,51652,300,161,4537816,203732,1118360,0,516612,909456,4537816,8159224,20,0,103992,23848,112700,7304,348520,1530,0,2,"6,757056131","3,278648632","-0,692484279","0,0992145314",10
208184,205112,55500,53188,308,161,4537072,203732,1118360,0,518156,909440,4537072,8159224,44,0,105528,23848,112892,7316,345804,1020,0,2,"7,179273048","3,6287256232","-0,89096857","0,046144707",10
208184,204088,55500,52392,308,161,4537204,203732,1118360,0,517404,909420,4537204,8159224,136,0,104720,23848,112716,7312,347584,1020,0,2,"7,1090581179","3,5761547396","-0,893049954","0,0459129931",10
208184,206136,55500,53520,312,161,4536468,203744,1118360,0,518528,909420,4536468,8159224,168,0,105772,23848,112780,7316,347496,1020,0,2,"7,3238278138","3,7151879042","-0,909416717","0,0478994576",10
208184,203064,55500,51528,308,160,4537708,203744,1118360,0,516544,909412,4537708,8159224,8,0,103868,23848,112748,7312,345100,1020,0,2,"6,9142801919","3,4566996482","-0,885882188","0,0430634519",10
208184,203064,55500,51208,308,161,4538196,203748,1118360,0,516260,909392,4538196,8159224,48,0,103544,23848,112840,7316,347264,1020,0,2,"6,9617252842","3,4870794213","-0,862265475","0,0448607594",10
208184,205112,55500,53016,308,161,4537328,203768,1118360,0,518056,909392,4537328,8159224,16,0,105352,23848,112708,7312,347092,1020,0,2,"7,186236703","3,6277231929","-0,912476654","0,0463672369",10
208184,204856,55500,53372,308,159,4536096,203772,1118360,0,518424,909392,4536096,8159224,40,0,105712,23848,112976,7316,347108,1020,0,2,"7,2254033596","3,6436181805","-0,883010781","0,0456058479",10
208184,206904,55500,54980,312,161,4534972,203772,1118364,0,520056,909384,4534972,8159224,32,0,107320,23848,113304,7320,347236,1020,0,2,"7,5140392753","3,8209547194","-0,904015193","0,0494458208",10
208184,202040,55500,50796,300,161,4536344,203784,1118360,0,515892,909376,4536344,8159224,172,0,103140,23848,114596,7308,347020,1020,0,2,"6,8357731638","3,3009879671","-0,841148078","0,0436702661",10
208184,203064,55500,51168,304,161,4538328,203788,1118364,0,516256,909372,4538328,8159224,140,0,103480,23848,112972,7308,344716,1020,0,2,"6,8279674325","3,3866625122","-0,885309272","0,042698748",10
208184,201016,55500,49484,300,161,4539932,203788,1118364,0,514592,909364,4539932,8159224,172,0,101816,23848,112736,7308,344780,1020,0,2,"6,5582160706","3,2306166727","-0,845895574","0,0404302804",10
208184,199992,55500,48596,292,160,4541792,203792,1118364,0,513752,909336,4541792,8159224,20,0,100920,23848,112688,7300,339452,1020,0,2,"6,1783444914","2,9958800959","-0,857477212","0,0347911526",10
208184,201016,55500,49544,296,161,4540544,203800,1118364,0,514684,909336,4540544,8159224,48,0,101880,23848,112668,7304,343704,1020,0,2,"6,4835778215","3,1835786762","-0,8611727","0,0392319716",10
208184,201016,55500,49548,296,161,4540428,203800,1118364,0,514728,909324,4540428,8159224,8,0,101888,23848,112676,7304,341520,1020,0,2,"6,419880272","3,1481692269","-0,864729431","0,0380816106",10
208184,199992,55500,49300,296,161,4540436,203804,1118364,0,514452,909308,4540436,8159224,172,0,101636,23848,112708,7304,343324,1020,0,2,"6,4196400027","3,1449349456","-0,84374551","0,0385726133",10
208184,201016,55500,49768,296,161,4540312,203804,1118364,0,514932,909300,4540312,8159224,140,0,102104,23848,112780,7304,343148,1020,0,2,"6,4924977207","3,187325741","-0,856771801","0,0391510313",10
208184,201016,55500,49824,296,160,4539816,203808,1118364,0,515048,909284,4539816,8159224,172,0,102164,23848,112664,7304,342784,1020,0,2,"6,4824257019","3,1832525981","-0,854077008","0,0383027638",10
208184,201016,55500,50364,296,161,4539644,203812,1118368,0,515592,909280,4539644,8159224,16,0,102704,23848,112700,7304,344844,1020,0,2,"6,6036683587","3,2549874269","-0,864683036","0,0403769744",10
208184,198968,55500,48492,292,161,4541132,203812,1118368,0,513748,909264,4541132,8159224,40,0,100832,23848,112804,7296,342328,1020,0,2,"6,2247153947","3,0018462711","-0,864232992","0,0363504328",10
208184,201016,55500,49172,296,161,4540908,203816,1118368,0,514364,909260,4540908,8159224,20,0,101488,23848,112832,7304,344244,1020,0,2,"6,4639780069","3,1611797959","-0,859698998","0,0393065503",10
208184,201016,55500,49652,300,161,4540288,203820,1118368,0,514912,909264,4540288,8159224,44,0,101976,23848,112680,7308,343916,1020,0,2,"6,5473604755","3,2306850238","-0,854918761","0,0400064669",10
208184,202040,55500,50332,300,161,4539668,203820,1118368,0,515596,909256,4539668,8159224,140,0,102656,23848,112660,7308,341644,1020,0,2,"6,5787469345","3,256931908","-0,864253908","0,0396019787",10
208184,203064,55500,51080,304,161,4538676,203840,1118368,0,516364,909264,4538676,8159224,168,0,103420,23848,112752,7308,341356,1020,0,2,"6,7159831346","3,3367550683","-0,887844034","0,0407297358",10
208184,203064,55500,51120,304,161,4538312,203844,1118368,0,516396,909252,4538312,8159224,128,0,103460,23848,112640,7308,345480,1020,0,2,"6,8417457758","3,4063269596","-0,88748415","0,0428546518",10
208184,202040,55500,50332,300,161,4539296,203844,1118368,0,515632,909248,4539296,8159224,48,0,102668,23848,112704,7308,347524,1020,0,2,"6,7569442193","3,3463114596","-0,863553607","0,0426727499",10
208184,202040,55500,50736,300,161,4539180,203848,1118368,0,516048,909244,4539180,8159224,16,0,103076,23848,112620,7308,340796,1020,0,2,"6,5958130327","3,2705897099","-0,872953608","0,0393782436",10
208184,201016,55500,49856,296,161,4539552,203848,1118368,0,515156,909220,4539552,8159224,40,0,102196,23848,112668,7300,340852,1020,0,2,"6,4243489771","3,1406870962","-0,884385464","0,0376730481",10
208184,201016,55500,50436,296,161,4539428,203856,1118368,0,515756,909216,4539428,8159224,16,0,102764,23848,112628,7304,342584,1020,0,2,"6,5429845893","3,2249986519","-0,867365896","0,0391581058",10
208184,201016,55500,49780,296,161,4539552,203860,1118368,0,515140,909208,4539552,8159224,160,0,102120,23848,112680,7304,342440,1020,0,2,"6,4747232573","3,1765190498","-0,856370826","0,0386692763",10
208184,201016,55500,49996,296,161,4539800,203860,1118368,0,515360,909196,4539800,8159224,136,0,102336,23848,112720,7304,344316,1020,0,2,"6,5520561988","3,2214544209","-0,857094371","0,0398208789",10
208184,201016,55500,50920,296,160,4538196,203868,1118372,0,516260,909192,4538196,8159224,64,0,103136,23848,112868,7304,344260,1020,0,2,"6,6406526451","3,2651495278","-0,862167316","0,0397869062",10
208184,203064,55500,52004,300,161,4537560,203868,1118372,0,517404,909180,4537560,8159224,20,0,104344,23848,112900,7308,346116,1020,0,2,"6,9219381949","3,4442360786","-0,880494552","0,0434505742",10
208184,203064,55500,51784,304,161,4537700,203872,1118372,0,517204,909160,4537700,8159224,40,0,104112,23848,112796,7308,346116,1020,0,2,"6,932410811","3,4548477789","-0,893001192","0,0436555953",10
208184,201016,55500,50204,300,161,4539064,203872,1118372,0,515612,909156,4539064,8159224,8,0,102536,23848,112804,7304,345960,1020,0,2,"6,6613299668","3,2774637602","-0,87560769","0,0412337809",10
208184,201016,55500,50224,300,161,4538940,203876,1118372,0,515668,909144,4538940,8159224,172,0,102564,23848,112716,7308,343428,1020,0,2,"6,5971541773","3,2583069959","-0,849616141","0,0401059139",10
208184,198968,55500,48508,296,161,4540916,203876,1118376,0,513924,909128,4540916,8159224,152,0,100824,23848,112764,7304,341376,1020,0,2,"6,2533568013","3,0419116025","-0,833061659","0,0366147661",10
208184,199992,55500,49372,296,161,4540544,203884,1118376,0,514852,909116,4540544,8159224,172,0,101696,23848,112688,7300,341360,1020,0,2,"6,3589970375","3,1039079928","-0,86606804","0,0372661059",10
208184,201016,55500,50168,300,161,4539924,203888,1118376,0,515644,909112,4539924,8159224,16,0,102508,23848,112696,7308,341360,1020,0,2,"6,5263566637","3,2252121417","-0,860179614","0,0389530296",10
208184,202040,55500,51292,300,160,4538692,203888,1118376,0,516780,909108,4538692,8159224,40,0,103628,23848,112744,7308,343524,1020,0,2,"6,732769424","3,3436706766","-0,86880723","0,0405644034",10
208184,199992,55500,49860,296,161,4540172,203896,1118376,0,515316,909100,4540172,8159224,20,0,102196,23848,112552,7300,343500,1020,0,2,"6,4703634655","3,1742568467","-0,875286655","0,038638285",10
208184,201016,55500,50416,296,161,4539304,203904,1118376,0,515944,909092,4539304,8159224,36,0,102756,23848,112804,7304,343500,1020,0,2,"6,5740571016","3,2325414047","-0,863762722","0,0396497515",10
208184,202040,55500,51104,300,161,4538188,203908,1118376,0,516604,909080,4538188,8159224,140,0,103428,23848,112804,7308,347664,1020,0,2,"6,8446090215","3,3960505615","-0,860675041","0,0432481956",10
208184,202040,55500,51476,304,161,4538312,203916,1118376,0,517036,909072,4538312,8159224,168,0,103816,23848,112768,7308,345288,1020,0,2,"6,8462932365","3,4103177796","-0,876489935","0,0426560686",10
208184,204088,55500,52520,304,161,4536700,203924,1118376,0,518084,909072,4536700,8159224,132,0,104860,23848,112892,7312,345288,510,0,2,"7,2111871215","3,6890454255","-1,086545609","-0,010636601",10
208184,204088,55500,52536,304,161,4536692,203928,1118376,0,518112,909068,4536692,8159224,48,0,104876,23848,112972,7308,345192,510,0,2,"7,2016382669","3,6698446745","-1,110435936","-0,010865111",10
208184,205112,55500,53324,304,161,4535948,203932,1118376,0,518916,909056,4535948,8159224,24,0,105652,23848,112860,7312,347028,510,0,2,"7,3742594828","3,7848274224","-1,104045746","-0,008901117",10
208184,206136,55500,54348,308,161,4535204,203940,1118376,0,519952,909052,4535204,8159224,36,0,106716,23848,112764,7316,349096,510,0,2,"7,61544136","3,9450599255","-1,109386335","-0,006204363",10
208184,206136,55500,54352,308,161,4535088,203944,1118376,0,519968,909040,4535088,8159224,20,0,106688,23848,112716,7316,351184,1020,0,2,"7,4924918429","3,8071391514","-0,902912781","0,0497422357",10
208184,206136,55500,54808,308,161,4535212,203944,1118376,0,520392,909024,4535212,8159224,156,0,107140,23848,112768,7312,344452,1020,0,2,"7,3276545782","3,7182151393","-0,923138975","0,04636656",10
208184,206136,55500,54872,308,161,4534344,203944,1118376,0,520492,909008,4534344,8159224,140,0,107212,23848,112752,7312,348612,1020,0,2,"7,4611493931","3,7851941815","-0,9202062","0,0485673314",10
208184,207160,55500,55416,308,119,4534176,203952,1118372,0,521096,908992,4534176,8159224,164,0,107760,23848,112728,7316,349900,1020,0,2,"7,3962471318","3,7095460021","-0,826440158","0,023715928",10
208184,207160,55736,55372,308,161,4533856,203960,1118376,0,521020,908992,4533856,8159224,156,0,107688,23848,112732,7316,349900,1020,0,2,"7,598536163","3,8755468068","-0,914135775","0,0501310933",10
209208,208184,56080,55944,312,161,4533096,203968,1118380,0,521644,908988,4533096,8159224,44,0,108284,23848,112892,7320,347272,1020,0,2,"7,6978954138","3,9417263787","-0,939934628","0,0504516584",10
209208,206136,56080,54712,308,161,4534584,203968,1118384,0,520396,908972,4534584,8159224,36,0,107040,23848,112708,7312,349376,1020,0,2,"7,51369889","3,8158564633","-0,943166177","0,0491537219",10
209208,207160,56080,55640,312,161,4533964,203972,1118384,0,521348,908952,4533964,8159224,12,0,107952,23848,112696,7320,349364,1020,0,2,"7,6921230189","3,9471494142","-0,931631677","0,0509161234",10
209208,207160,56080,55420,312,161,4534096,203980,1118384,0,521176,908940,4534096,8159224,36,0,107760,23848,112720,7320,349168,1020,0,2,"7,6659556598","3,9293959081","-0,929033462","0,0506767122",10
209208,206136,56080,54956,308,161,4534840,203980,1118384,0,520712,908928,4534840,8159224,152,0,107280,23848,112800,7316,347072,1020,0,2,"7,480595442","3,8116670977","-0,919591358","0,048368005",10
209208,207160,56080,55420,312,161,4533972,203984,1118384,0,521176,908912,4533972,8159224,160,0,107748,23848,112740,7320,349116,1020,0,2,"7,6646668428","3,9283002113","-0,922533689","0,0506656881",10
210232,209208,56860,56860,316,161,4532732,203992,1118384,0,522644,908908,4532732,8159224,148,0,109180,23848,112720,7320,349220,1020,0,2,"7,9648559469","4,1143830488","-0,98322742","0,0531330259",10
210232,209208,57236,57236,316,161,4531988,204000,1118384,0,523020,908912,4531988,8159224,28,0,109560,23848,112648,7320,351132,1020,0,2,"8,0753305607","4,1794831979","-0,995510212","0,0544110277",10
210236,209208,57772,56984,312,161,4532236,204000,1118384,0,522808,908900,4532236,8159224,32,0,109324,23848,112748,7320,348860,1020,0,2,"7,9702281549","4,1160686655","-0,990065161","0,052795126",10
211256,210232,57964,57964,316,161,4531616,204016,1118384,0,523796,908888,4531616,8159224,40,0,110304,23848,112820,7324,352740,1020,0,2,"8,2944565881","4,3141963868","-1,005290577","0,0567468445",10
211260,211256,58528,58312,316,161,4530872,204020,1118384,0,524172,908884,4530872,8159224,24,0,110652,23848,112768,7324,352652,1020,0,2,"8,3798758783","4,3658224579","-1,026162288","0,0573364675",10
211260,211256,58528,58432,316,161,4530748,204020,1118384,0,524264,908856,4530748,8159224,156,0,110752,23848,112728,7324,352456,1020,0,2,"8,384495405","4,3727684802","-1,020553162","0,0573093576",10
211260,206136,58676,55072,308,161,4534212,204024,1118384,0,520972,908848,4534212,8159224,140,0,107396,23848,112788,7312,350288,1020,0,2,"7,732054194","3,9503079667","-0,996759533","0,0508732718",10
211260,208184,58676,56084,312,161,4533972,204024,1118384,0,521940,908844,4533972,8159224,160,0,108412,23848,112760,7320,348208,1020,0,2,"7,8856707662","4,0732996576","-0,994941468","0,0519556453",10
211260,209208,58676,56816,316,160,4532988,204036,1118384,0,522724,908852,4532988,8159224,32,0,109156,23848,112736,7324,350252,1020,0,2,"8,0936398873","4,2021678556","-1,003669567","0,0537989509",10
211260,210232,58676,58016,316,161,4531492,204048,1118380,0,523900,908844,4531492,8159224,40,0,110220,23848,112792,7320,350252,1020,0,2,"8,2375516239","4,2774938884","-1,040639325","0,055313972",10
212024,211000,58896,58892,320,161,4530996,204052,1118384,0,524832,908836,4530996,8159224,20,0,111232,23848,112832,7328,349492,1020,0,2,"8,4160140344","4,410363955","-1,034741101","0,0568801988",10
212280,211256,58992,58892,320,161,4530484,204064,1118384,0,524836,908844,4530484,8159224,24,0,111220,23848,112888,7320,348808,1020,0,2,"8,3954639198","4,3736664852","-1,080574326","0,0562662689",10
212280,211256,59068,58852,316,161,4530608,204068,1118384,0,524816,908828,4530608,8159224,148,0,111168,23848,113068,7320,352960,510,0,2,"8,6690156318","4,5824948144","-1,263609092","0,0032157456",10
213304,212280,59416,59412,320,161,4530236,204072,1118384,0,525392,908816,4530236,8159224,156,0,111752,23848,112848,7328,352960,510,0,2,"8,8463232724","4,7199490943","-1,264627915","0,0049680846",10
213308,213304,60568,60568,320,161,4528872,204084,1118388,0,526548,908820,4528872,8159224,152,0,112908,23848,112824,7324,350596,1020,0,2,"8,7764875207","4,6196716348","-1,11262946","0,059737492",10
215352,214328,61648,61644,324,152,4527804,204088,1118388,0,527652,908808,4527804,8159224,156,0,113984,23848,113164,7332,354780,1020,0,2,"9,1535745824","4,8366247635","-1,110638469","0,0590121486",10
215352,212280,61784,60708,320,161,4527980,204088,1118392,0,526732,908796,4527980,8159224,32,0,113048,23848,113004,7328,354848,1020,0,2,"9,0017105925","4,7465571721","-1,121304531","0,0627287097",10
