 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 417172  66200  24780 407628    0    0     0   216 2351  792  9 60 31  0  0
 0  0 417172  66200  24780 407632    0    0     0     0 2803  955  8 58 34  0  0
 1  0 417172  66200  24780 407640    0    0     0     0 2158  720 10 67 22  0  0
 7  0 417172  66200  24788 407636    0    0     0    24 1912  682 14 65 21  0  0
 2  0 417172  66200  24788 407648    0    0     0     0 2932  964  9 56 35  0  0
 2  0 417172  66200  24788 407660    0    0     0    12 1732  624  6 75 19  0  0
 4  0 417172  66200  24788 407660    0    0     0     0 3103  929  7 47 46  0  0
 4  0 417172  66200  24788 407668    0    0     0     0 1205  534  8 86  5  0  0
13  1 417172  66200  24796 407664    0    0     0    12 2329  803 14 57 29  0  0
 1  0 417172  66200  24796 407680    0    0     0     0 2951  865  8 61 31  0  0
 5  0 417172  66200  24796 407688    0    0     0     0 1618  748 12 76 12  0  0
 1  0 417172  66200  24796 407696    0    0     0     0 2876 1006  9 53 39  0  0
 5  0 417172  66200  24796 407704    0    0     0     0 2369  885  7 70 23  0  0
 1  0 417172  66200  24804 407708    0    0     0    12 1994  729 12 71 16  0  0
 2  0 417172  66200  24804 407716    0    0     0     0 2422  857 12 60 28  0  0
 3  0 417172  66200  24804 407724    0    0     0     0 1979  694  8 67 25  0  0
 0  0 417172  66200  24804 407732    0    0     0     0 1471  616  6 76 18  0  0
 1  0 417172  66200  24804 407740    0    0     0     0 2241  846 10 63 27  0  0
 2  0 417172  66200  24812 407744    0    0     0    12 1817  711  8 77 15  0  0
13  0 417172  66200  24812 407748    0    0     0     0 1778  768 19 62 19  0  0
 4  0 417172  66200  24812 407756    0    0     0     0 2553  837 11 57 32  0  0
 2  0 417172  66200  24812 407764    0    0     0     0 2282  847  9 62 28  0  0
 1  0 417172  66200  24812 407764    0    0     0     0 2438  835  9 59 32  0  0
 1  0 417172  66200  24820 407776    0    0     0    12 2426  809 10 58 31  0  0
 1  0 417172  66200  24820 407784    0    0     0     0 1995  789 10 67 24  0  0
14  0 417172  66200  24820 407788    0    0     0     0 2343  934 10 63 27  0  0
 2  1 417172  66200  24820 407800    0    0     0     0 3021 1096 10 53 37  0  0
 5  0 417172  66200  24820 407804    0    0     0     0 2189  818 11 67 23  0  0
 1  0 417172  66200  24828 407812    0    0     0    12 1983  704  7 67 24  1  0
 1  0 417172  66200  24828 407816    0    0     0     0 2729  893 10 56 34  0  0
 2  0 417172  66200  24828 407824    0    0     0     0 2578  917 11 58 32  0  0
 0  0 417172  66200  24828 407824    0    0     0   204 2589  976 12 57 31  0  0
 1  0 417172  66200  24828 407840    0    0     0     0 2862  950  8 55 37  0  0
 0  0 417172  66200  24836 407832    0    0     0    24 1347  666  7 87  7  0  0
 1  0 417172  66200  24836 407852    0    0     0     0 2183  730  7 61 32  0  0
 1  0 417172  66200  24836 407860    0    0     0     0 2562  880 11 55 35  0  0
 5  0 417172  66200  24836 407868    0    0     0     0 2840 1040  8 61 31  0  0
 1  0 417172  66200  24836 407876    0    0     0     0 2378  875  9 69 23  0  0
 0  0 417172  66200  24844 407884    0    0     0    12 2948  943 10 58 31  0  0
 1  0 417172  66200  24844 407884    0    0     0     0 2731  944 11 62 27  0  0
 1  0 417172  66200  24844 407896    0    0     0     0 2739  963 14 57 29  0  0
 1  0 417172  66200  24844 407896    0    0     0     0 2899  984  6 62 32  0  0
 2  0 417172  66200  24844 407908    0    0     0     0 2770  859 10 56 35  0  0
 1  0 417172  66200  24852 407900    0    0     0    12 2485  797  6 68 27  0  0
 2  0 417172  66200  24852 407920    0    0     0     0 2295  774  8 71 21  0  0
 1  0 417172  66200  24852 407928    0    0     0     0 2586  815 11 59 30  0  0
 0  0 417172  66200  24852 407932    0    0     0     0 2378  808  4 70 26  0  0
 1  0 417172  66200  24852 407940    0    0     0     0 2221  871  9 73 19  0  0
 0  0 417172  66200  24860 407948    0    0     0    12 2539  828  5 61 34  0  0
 1  0 417172  66200  24860 407956    0    0     0     0 2449  886 10 64 25  0  0
 1  0 417172  66200  24860 407964    0    0     0     0 2428  746  7 63 30  0  0
 1  0 417172  66200  24860 407968    0    0     0     0 2676  959 11 55 35  0  0
 1  0 417172  66200  24860 407976    0    0     0     0 2559  776 11 64 25  0  0
 1  0 417172  66200  24868 407980    0    0     0    12 2518  893 11 64 25  0  0
19  0 417172  66200  24868 407988    0    0     0     0 2152  763  5 71 24  0  0
 3  0 417172  66200  24868 407992    0    0     0     0 2809  924  8 59 32  0  0
 7  0 417172  66200  24868 408000    0    0     0     0 3302 1078 11 49 40  0  0
 0  0 417172  66200  24868 408012    0    0     0     0 2030  817  8 72 20  0  0
 1  0 417172  66200  24876 408016    0    0     0    12 2263  805 18 61 21  0  0
 1  0 417172  66200  24876 408024    0    0     0     0 1571  664  9 82  9  0  0
 1  0 417172  66200  24876 408032    0    0     0     0 2342  888 10 64 26  0  0
 1  0 417172  66200  24876 408036    0    0     0   212 2018  748  9 71 20  0  0
 1  0 417172  66200  24876 408044    0    0     0     0 2611  790  8 59 32  0  0
 1  0 417172  66200  24884 408052    0    0     0    24 2889 1035  9 57 34  0  0
 2  0 417172  66200  24892 408056    0    0     0    40 2209  814 10 68 22  0  0
 1  0 417172  66200  24892 408064    0    0     0     0 2769  900  9 57 34  0  0
 3  0 417172  66200  24892 408072    0    0     0    12 2848  971 10 51 40  0  0
 0  0 417172  66200  24900 408080    0    0     0    52 2921 1156 15 52 33  0  0
 1  0 417172  66200  24900 408088    0    0     0     0 2211  758  9 65 26  0  0
 1  0 417172  66200  24900 408092    0    0     0     0 1451 1023 19 70 11  0  0
 6  0 417172  66200  24900 408096    0    0     0     0 1403  703 16 72 12  0  0
 0  0 417172  66200  24900 408080    0    0     0     0  804  774 10 17 73  0  0
 0  0 417172  66200  24908 408080    0    0     0    12  437  740  5  1 93  0  0
 0  0 417172  66200  24908 408080    0    0     0     0  387  651  4  3 93  0  0
 0  0 417172  66200  24908 408080    0    0     0     0  397  687  4  2 94  0  0
 0  0 417172  66200  24908 408080    0    0     0     0  392  646  3  0 96  1  0
 0  0 417172  66200  24908 408080    0    0     0     0  315  569  5  1 94  0  0
 0  0 417172  66200  24908 408080    0    0     0     0  260  469  2  0 98  0  0
 0  0 417172  66200  24908 408080    0    0     0     0  234  417  4  1 95  0  0
 0  0 417172  66200  24908 408084   28    0    28     0  413 1706 35  3 61  0  0
 0  0 417172  65948  24916 408228   40    0   172    20  446 1647 25  6 68  0  0
