r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0 417428  60312  22708 405284    0    0     0     0 2886  943  8 56 36  0  0
 1  0 417428  60312  22708 405292    0    0     0     0 2402  808  7 65 28  0  0
 1  0 417428  60312  22716 405292    0    0     0    12 2695  972  9 59 32  0  0
 0  0 417428  60312  22716 405308    0    0     0     0 1931  739 11 63 26  0  0
 1  0 417428  60312  22716 405312    0    0     0     0 2075  703  9 66 25  0  0
 0  0 417428  60312  22716 405320    0    0     0     0 2568  791  6 65 29  0  0
 1  0 417428  60312  22716 405324    0    0     0     0 2358  885  8 67 26  0  0
13  0 417428  60312  22716 405332    0    0     0     0 1722  770 13 77 10  0  0
 5  0 417428  60312  22724 405340    0    0     0    12 3140 1062 10 53 36  0  0
 0  0 417428  60312  22724 405352    0    0     0     0 2695  943 12 51 37  0  0
 0  0 417428  60312  22724 405356    0    0     0     0 2371  870 14 55 31  0  0
 1  0 417428  60312  22724 405368    0    0     0     0 2422  899 16 61 23  0  0
 1  0 417428  60312  22724 405372    0    0     0     0 2766  867 13 58 30  0  0
 3  0 417428  60312  22732 405376    0    0     0    12 1950  792 10 68 22  0  0
 1  0 417428  60312  22732 405384    0    0     0     0 1977  671  6 67 27  0  0
 3  0 417428  60312  22732 405392    0    0     0   216 1855  734 13 68 19  0  0
 1  0 417428  60312  22732 405396    0    0     0     0 2379  850  8 61 31  0  0
 6  0 417428  60312  22732 405408    0    0     0     0 2315  890 12 63 25  0  0
 1  0 417428  60312  22740 405416    0    0     0    24 2441  971  9 66 24  0  0
 1  0 417428  60312  22740 405420    0    0     0     0 2529  866  7 61 31  0  0
 2  0 417428  60312  22740 405428    0    0     0     0 3004 1092  6 58 35  0  0
 0  0 417428  60312  22740 405436    0    0     0     0 2823 1040  8 59 33  0  0
 2  0 417428  60312  22740 405440    0    0     0     0 2271  789 12 65 24  0  0
 0  0 417428  60312  22748 405452    0    0     0    12 2091  789  5 76 19  0  0
 1  0 417428  60312  22748 405456    0    0     0     0 2791 1021  8 58 34  0  0
 1  0 417428  60312  22748 405464    0    0     0     0 2448  879  8 69 23  0  0
 2  0 417428  60312  22748 405468    0    0     0     4 2619  961  8 58 34  0  0
 1  0 417428  60312  22748 405476    0    0     0     0 2378  818  8 58 34  0  0
 1  0 417428  60312  22756 405480    0    0     0    24 2280  888  8 61 31  0  0
 1  0 417428  60312  22756 405488    0    0     0     0 2227  907 12 64 23  0  0
 4  0 417428  60312  22756 405496    0    0     0     0 3151 1036  9 54 37  0  0
